text,category,cleaned_text
Dining experience was bad because of the delicious buffet.,Food,dining experience bad delicious buffet
The spa area was crowded.,Recreation,spa area crowded
Room service brought us cold beverage selection.,Food,roomservice brought u cold beverage selection
I ordered menu options and it tasted overcooked.,Food,ordered menu option tasted overcooked
The staff at the front desk were unhelpful.,Services,staff front desk unhelpful
The staff at the front desk were welcoming.,Services,staff front desk welcoming
Great sauce but the menu options was oily.,Food,great sauce menu option oily
The staff at the front desk were professional.,Services,staff front desk professional
Housekeeping did not clean the fridge.,Rooms,housekeeping not clean fridge
The kids club area was dangerous.,Recreation,kid club area dangerous
The staff at the front desk were ignored.,Services,staff front desk ignored
Housekeeping did not clean the door.,Rooms,housekeeping not clean door
We ate at the restaurant and had rice.,Food,ate restaurant rice
Swimming in the pool was the highlight.,Recreation,swimming pool highlight
Our room was very noisy and had a great lavatory.,Rooms,room noisy great lavatory
The hospitality team was very fast.,Services,hospitality team fast
The buffet presentation was raw.,Food,buffet presentation raw
"Service was disinterested, especially the driver.",Services,service disinterested especially driver
Great pasta but the cake was dry.,Food,great pasta cake dry
Sleeping was hard because of the furniture.,Rooms,sleeping hard furniture
Breakfast buffet had amazing soup.,Food,breakfast buffet amazing soup
We ate at the restaurant and had wine.,Food,ate restaurant wine
We spent all day at the gym.,Recreation,spent day gym
The concierge was very unhelpful.,Services,concierge unhelpful
We ate at the restaurant and had dessert.,Food,ate restaurant dessert
We were greeted by a careless porter.,Services,greeted careless porter
"The suite needs renovation, especially the carpet.",Rooms,suite need renovation especially carpet
Breakfast buffet had amazing chicken.,Food,breakfast buffet amazing chicken
Swimming in the bar was the highlight.,Recreation,swimming bar highlight
"Service was unhelpful, especially the bellboy.",Services,service unhelpful especially bellboy
The protein presentation was cold.,Food,protein presentation cold
Breakfast buffet had amazing protein.,Food,breakfast buffet amazing protein
The soup presentation was meager.,Food,soup presentation meager
The waiter was very professional.,Services,waiter professional
I complained to the cleaning staff.,Services,complained cleaning staff
"The suite needs renovation, especially the toilet.",Rooms,suite need renovation especially toilet
"Service was professional, especially the manager.",Services,service professional especially manager
I ordered bread and it tasted disappointing.,Food,ordered bread tasted disappointing
"Don't miss the beach, it is expensive.",Recreation,dont miss beach expensive
"Service was friendly, especially the staff.",Services,service friendly especially staff
I complained to the concierge.,Services,complained concierge
The staff at the front desk were fast.,Services,staff front desk fast
I complained to the hospitality team.,Services,complained hospitality team
The burger was tasty.,Food,burger tasty
The massage equipment was relaxing.,Recreation,massage equipment relaxing
The protein was disappointing.,Food,protein disappointing
"Don't miss the beach, it is unsafe.",Recreation,dont miss beach unsafe
"We loved the sheets, it was so comfortable.",Rooms,loved sheet comfortable
Housekeeping did not clean the AC.,Rooms,housekeeping not clean ac
"The suite needs renovation, especially the sheets.",Rooms,suite need renovation especially sheet
We waited too long for the porter.,Services,waited long porter
"The suite needs renovation, especially the shower.",Rooms,suite need renovation especially shower
"Don't miss the tour, it is clean.",Recreation,dont miss tour clean
"We loved the AC, it was so comfortable.",Rooms,loved ac comfortable
The pillow in my room was dated.,Rooms,pillow room dated
I ordered breakfast and it tasted raw.,Food,ordered breakfast tasted raw
We spent all day at the beach.,Recreation,spent day beach
Great buffet but the curry was raw.,Food,great buffet curry raw
Evening tennis court was overcrowded.,Recreation,evening tennis court overcrowded
"The suite needs renovation, especially the view.",Rooms,suite need renovation especially view
Bathroom lights was dated.,Rooms,bathroom light dated
Great burger but the pizza was disappointing.,Food,great burger pizza disappointing
The AC made the stay trapping.,Rooms,ac made stay trapping
The receptionist was very helpful.,Services,receptionist helpful
We waited too long for the bartender.,Services,waited long bartender
The hotel has a great beach.,Recreation,hotel great beach
I ordered beer and it tasted exquisite.,Food,ordered beer tasted exquisite
"The suite needs renovation, especially the fridge.",Rooms,suite need renovation especially fridge
Swimming in the spa was the highlight.,Recreation,swimming spa highlight
The dessert presentation was delicious.,Food,dessert presentation delicious
The pasta was cold.,Food,pasta cold
We ate at the restaurant and had curry.,Food,ate restaurant curry
The staff was very welcoming.,Services,staff welcoming
The menu options was mediocre.,Food,menu option mediocre
The staff at the front desk were welcoming.,Services,staff front desk welcoming
The kids club equipment was fun.,Recreation,kid club equipment fun
Room service brought us cold burger.,Food,roomservice brought u cold burger
Check-in was helpful thanks to the bellboy.,Services,checkin helpful thanks bellboy
Breakfast buffet had amazing dessert.,Food,breakfast buffet amazing dessert
We were greeted by a attentive cleaning staff.,Services,greeted attentive cleaning staff
Sleeping was hard because of the view.,Rooms,sleeping hard view
Amazing hospitality from the staff.,Services,amazing hospitality staff
I ordered soup and it tasted greasy.,Food,ordered soup tasted greasy
The window made the stay tiny.,Rooms,window made stay tiny
The beverage selection was meager.,Food,beverage selection meager
My kids loved the excursion.,Recreation,kid loved excursion
Our room was very tiny and had a great sink.,Rooms,room tiny great sink
Great chicken but the wine was meager.,Food,great chicken wine meager
Amazing hospitality from the receptionist.,Services,amazing hospitality receptionist
The fridge made the stay quiet.,Rooms,fridge made stay quiet
"Don't miss the entertainment, it is cheap.",Recreation,dont miss entertainment cheap
Amazing hospitality from the staff.,Services,amazing hospitality staff
I complained to the front desk agent.,Services,complained front desk agent
Evening beach was clean.,Recreation,evening beach clean
"The suite needs renovation, especially the sound insulation.",Rooms,suite need renovation especially sound insulation
We waited too long for the bellboy.,Services,waited long bellboy
Bathroom suite aesthetic was comfortable.,Rooms,bathroom suite aesthetic comfortable
We waited too long for the receptionist.,Services,waited long receptionist
The carpet made the stay old.,Rooms,carpet made stay old
"Service was unhelpful, especially the manager.",Services,service unhelpful especially manager
The staff at the front desk were careless.,Services,staff front desk careless
Dining experience was bad because of the greasy buffet.,Food,dining experience bad greasy buffet
I ordered bread and it tasted salty.,Food,ordered bread tasted salty
The staff at the front desk were disinterested.,Services,staff front desk disinterested
The acoustics in my room was quiet.,Rooms,acoustic room quiet
Great bread but the menu options was hot.,Food,great bread menu option hot
The bellboy was very careless.,Services,bellboy careless
My kids loved the aquatic facility.,Recreation,kid loved aquatic facility
Our room was very comfortable and had a great TV.,Rooms,room comfortable great tv
Breakfast buffet had amazing buffet.,Food,breakfast buffet amazing buffet
Our room was very cozy and had a great lights.,Rooms,room cozy great light
We waited too long for the bellboy.,Services,waited long bellboy
The curry was hot.,Food,curry hot
I complained to the bellboy.,Services,complained bellboy
Breakfast buffet had amazing breakfast.,Food,breakfast buffet amazing breakfast
