text,category,action
We were treated poorly by a unprofessional bartender.,Services,Staff Training Required
The curtain smells like smoke.,Rooms,Inspect Room & Maintenance
"Disappointed with the entertainment, it was empty.",Recreation,Upgrade Pool & Activities
"We were bored, the activities needs an upgrade.",Recreation,Upgrade Pool & Activities
"Staff training is needed, bartender was unhelpful.",Services,Staff Training Required
"Disappointed with the entertainment, it was closed.",Recreation,Upgrade Pool & Activities
"Nothing to do here, activities is useless.",Recreation,Upgrade Pool & Activities
"Kitchen needs improvement, fish was raw.",Food,Review Menu & Kitchen Quality
I complained to the receptionist but they was on their phone.,Services,Staff Training Required
We found the steak to be salty and inadible.,Food,Review Menu & Kitchen Quality
We found the tea to be oily and raw.,Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the AC.,Rooms,Inspect Room & Maintenance
"Food quality is tasteless, especially the burger.",Food,Review Menu & Kitchen Quality
"Disappointed with the gym, it was empty.",Recreation,Upgrade Pool & Activities
"Hotel needs more fun, pool was boring.",Recreation,Upgrade Pool & Activities
The tea was inadible.,Food,Review Menu & Kitchen Quality
Room 201 has a wet lights.,Rooms,Inspect Room & Maintenance
"Food quality is dry, especially the chicken.",Food,Review Menu & Kitchen Quality
"Staff training is needed, bellboy was unfriendly.",Services,Staff Training Required
"Room maintenance is poor, fan kept making noise.",Rooms,Inspect Room & Maintenance
"We had issues with the toilet, it was moldy.",Rooms,Inspect Room & Maintenance
We were treated poorly by a arrogant concierge.,Services,Staff Training Required
"Kitchen needs improvement, burger was oily.",Food,Review Menu & Kitchen Quality
The pool was very dirty.,Recreation,Upgrade Pool & Activities
I complained to the cleaning staff but they rolled their eyes.,Services,Staff Training Required
I ordered tea but it lacked flavor.,Food,Review Menu & Kitchen Quality
"Disappointed with the entertainment, it was boring.",Recreation,Upgrade Pool & Activities
"Service was terrible, the concierge yelled at me.",Services,Staff Training Required
The guy at the gym was very incompetent.,Services,Staff Training Required
The guy at the pool was very unhelpful.,Services,Staff Training Required
We found the dessert to be dry and bland.,Food,Review Menu & Kitchen Quality
We found the chicken to be inadible and stale.,Food,Review Menu & Kitchen Quality
I ordered pizza but it was not fresh.,Food,Review Menu & Kitchen Quality
"Nothing to do here, pool is boring.",Recreation,Upgrade Pool & Activities
The entertainment area is small and needs attention.,Recreation,Upgrade Pool & Activities
Very unprofessional behavior from the receptionist.,Services,Staff Training Required
I complained to the waiter but they was on their phone.,Services,Staff Training Required
"Staff training is needed, receptionist was angry.",Services,Staff Training Required
The air conditioner in my room was wet.,Rooms,Inspect Room & Maintenance
The bed smells like wet dog.,Rooms,Inspect Room & Maintenance
"Please fix the bed, it is wet.",Rooms,Inspect Room & Maintenance
"Terrible dining experience, buffet smelled bad.",Food,Review Menu & Kitchen Quality
The fan in my room was noisy.,Rooms,Inspect Room & Maintenance
"Kitchen needs improvement, dessert was undercooked.",Food,Review Menu & Kitchen Quality
The games area is small and needs attention.,Recreation,Upgrade Pool & Activities
"Please fix the balcony, it is damaged.",Rooms,Inspect Room & Maintenance
"Disappointed with the bar, it was dirty.",Recreation,Upgrade Pool & Activities
The bar area is cold and needs attention.,Recreation,Upgrade Pool & Activities
The coffee was oily.,Food,Review Menu & Kitchen Quality
"Room maintenance is poor, bed kept making noise.",Rooms,Inspect Room & Maintenance
The curtain smells like wet dog.,Rooms,Inspect Room & Maintenance
"Kitchen needs improvement, rice was tasteless.",Food,Review Menu & Kitchen Quality
I complained to the employee but they scolded me.,Services,Staff Training Required
I ordered buffet but it was disappointing.,Food,Review Menu & Kitchen Quality
"Hotel needs more fun, kids club was boring.",Recreation,Upgrade Pool & Activities
The music area is outdated and needs attention.,Recreation,Upgrade Pool & Activities
The lights in my room was dirty.,Rooms,Inspect Room & Maintenance
Room 201 has a wont lock ceiling.,Rooms,Inspect Room & Maintenance
The music was very expensive.,Recreation,Upgrade Pool & Activities
"We had issues with the shower, it was leaking.",Rooms,Inspect Room & Maintenance
Room 201 has a damaged wifi.,Rooms,Inspect Room & Maintenance
"Room maintenance is poor, ceiling kept leaking.",Rooms,Inspect Room & Maintenance
I cannot get the balcony door to open.,Rooms,Inspect Room & Maintenance
"Food quality is raw, especially the coffee.",Food,Review Menu & Kitchen Quality
"Bathroom was disgusting, fan was wet.",Rooms,Inspect Room & Maintenance
We found the coffee to be stale and undercooked.,Food,Review Menu & Kitchen Quality
"Zero service at the rooftop bar, we waited 20 mins.",Services,Staff Training Required
The tennis court was very useless.,Recreation,Upgrade Pool & Activities
"Please fix the AC, it is wont lock.",Rooms,Inspect Room & Maintenance
Very arrogant behavior from the receptionist.,Services,Staff Training Required
The bed makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
"Hotel needs more fun, pool was boring.",Recreation,Upgrade Pool & Activities
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
I ordered steak but it made me sick.,Food,Review Menu & Kitchen Quality
I asked for a towel at the pool but the staff scolded me.,Services,Staff Training Required
The kids club was very useless.,Recreation,Upgrade Pool & Activities
We were treated poorly by a rude cleaning staff.,Services,Staff Training Required
The guy at the tennis court was very aggressive.,Services,Staff Training Required
The spa was very boring.,Recreation,Upgrade Pool & Activities
I complained to the cleaning staff but they ignored us.,Services,Staff Training Required
There is a weird dripping sound coming from the bathroom.,Rooms,Inspect Room & Maintenance
"Nothing to do here, activities is expensive.",Recreation,Upgrade Pool & Activities
"We were bored, the gym needs an upgrade.",Recreation,Upgrade Pool & Activities
The games area is small and needs attention.,Recreation,Upgrade Pool & Activities
"We had issues with the carpet, it was wet.",Rooms,Inspect Room & Maintenance
"Zero service at the lounge, we waited 20 mins.",Services,Staff Training Required
"Staff training is needed, bartender was impolite.",Services,Staff Training Required
"Staff training is needed, waiter was incompetent.",Services,Staff Training Required
The coffee was raw.,Food,Review Menu & Kitchen Quality
"Hotel needs more fun, gym was expensive.",Recreation,Upgrade Pool & Activities
I ordered coffee but it was not fresh.,Food,Review Menu & Kitchen Quality
"Nothing to do here, music is dirty.",Recreation,Upgrade Pool & Activities
The tea was tasteless.,Food,Review Menu & Kitchen Quality
Very aggressive behavior from the concierge.,Services,Staff Training Required
"Terrible dining experience, pasta was not fresh.",Food,Review Menu & Kitchen Quality
"Terrible dining experience, pasta was not fresh.",Food,Review Menu & Kitchen Quality
We were treated poorly by a lazy bartender.,Services,Staff Training Required
I asked for a towel at the pool but the staff refused to help.,Services,Staff Training Required
The guy at the pool was very unprofessional.,Services,Staff Training Required
"Food quality is overcooked, especially the steak.",Food,Review Menu & Kitchen Quality
I asked for a towel at the pool but the staff refused to help.,Services,Staff Training Required
I asked for a towel at the pool but the staff refused to help.,Services,Staff Training Required
The beach area is boring and needs attention.,Recreation,Upgrade Pool & Activities
The lights in my room was wet.,Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
The fridge in my room was damp.,Rooms,Inspect Room & Maintenance
"Nothing to do here, gym is outdated.",Recreation,Upgrade Pool & Activities
The guy at the gym was very incompetent.,Services,Staff Training Required
We were treated poorly by a slow employee.,Services,Staff Training Required
"Nothing to do here, bar is empty.",Recreation,Upgrade Pool & Activities
"Service was terrible, the receptionist forgot our order.",Services,Staff Training Required
"Nothing to do here, tennis court is boring.",Recreation,Upgrade Pool & Activities
"Staff training is needed, cleaning staff was impolite.",Services,Staff Training Required
The curry was undercooked.,Food,Review Menu & Kitchen Quality
Nobody at the pool bar seemed interested in serving us.,Services,Staff Training Required
"Terrible dining experience, burger was not good.",Food,Review Menu & Kitchen Quality
We found the breakfast to be awful and greasy.,Food,Review Menu & Kitchen Quality
"Zero service at the lounge, we waited 20 mins.",Services,Staff Training Required
Nobody at the bar seemed interested in serving us.,Services,Staff Training Required
"Please fix the toilet, it is dirty.",Rooms,Inspect Room & Maintenance
The balcony makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
The beach was very expensive.,Recreation,Upgrade Pool & Activities
"Staff training is needed, bellboy was unhelpful.",Services,Staff Training Required
"Staff training is needed, employee was rude.",Services,Staff Training Required
"Nothing to do here, entertainment is empty.",Recreation,Upgrade Pool & Activities
The wifi makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
We were treated poorly by a unfriendly receptionist.,Services,Staff Training Required
"Hotel needs more fun, bar was useless.",Recreation,Upgrade Pool & Activities
I asked for a towel at the pool but the staff kept us waiting.,Services,Staff Training Required
I ordered breakfast but it was waste of money.,Food,Review Menu & Kitchen Quality
We were treated poorly by a unhelpful waiter.,Services,Staff Training Required
The beach area is cold and needs attention.,Recreation,Upgrade Pool & Activities
I complained to the bellboy but they forgot our order.,Services,Staff Training Required
"We were bored, the tennis court needs an upgrade.",Recreation,Upgrade Pool & Activities
The AC makes a loud banging noise all night.,Rooms,Inspect Room & Maintenance
The games was very useless.,Recreation,Upgrade Pool & Activities
The fish was overcooked.,Food,Review Menu & Kitchen Quality
"Hotel needs more fun, games was cold.",Recreation,Upgrade Pool & Activities
The cake was salty.,Food,Review Menu & Kitchen Quality
The guy at the gym was very aggressive.,Services,Staff Training Required
The kids club area is empty and needs attention.,Recreation,Upgrade Pool & Activities
I ordered dessert but it made me sick.,Food,Review Menu & Kitchen Quality
There is a weird dripping sound coming from the ceiling.,Rooms,Inspect Room & Maintenance
The bar area is cold and needs attention.,Recreation,Upgrade Pool & Activities
The games area is empty and needs attention.,Recreation,Upgrade Pool & Activities
"Please fix the AC, it is broken.",Rooms,Inspect Room & Maintenance
