text,action,category,cleaned_text,char_count,word_count,sentiment_score
Not happy. Employee was on their phone ignoring guests.,Disciplinary Action,Services,not happy employee wa on their phone ignoring guest,55,9,0
check-in line was huge and only one counter open.,Review Check-in Process,Services,checkin line wa huge and only one counter open,49,9,0
Not happy. WiFi signal is too weak to work in the room.,Upgrade Room Amenities,Rooms,not happy wifi signal is too weak to work in the room,55,12,0
Action needed: Minibar was empty and not working.,Upgrade Room Amenities,Rooms,action needed minibar wa empty and not working,49,8,0
Service in the restaurant was incredibly slow.,Staff Training (Food),Food,service in the restaurant wa incredibly slow,46,7,0
"key cards didn't work, had to go back down.",Review Check-in Process,Services,key card didnt work had to go back down,43,9,0
Not happy. Tennis coach didn't show up for the lesson.,Recreation Staff Review,Recreation,not happy tennis coach didnt show up for the lesson,54,10,0
it took 45 minutes just to check in.,Review Check-in Process,Services,it took minute just to check in,36,8,0
unprofessional behavior from the night manager.,Disciplinary Action,Services,unprofessional behavior from the night manager,47,6,0
Not happy. I found a hair in my food.,Inspect Kitchen Hygiene,Food,not happy i found a hair in my food,37,9,0
"Need better lighting, the room is too dim.",Upgrade Room Amenities,Rooms,need better lighting the room is too dim,42,8,0
staff didn't know the ingredients of the dishes.,Staff Training (Food),Food,staff didnt know the ingredient of the dish,48,8,0
Review: Curtains were dusty and triggered my allergies.,Deep Clean & Maintenance,Rooms,review curtain were dusty and triggered my allergy,55,8,0
Action needed: Called reception but no one answered the phone.,Staff Communication Training,Services,action needed called reception but no one answered the phone,62,10,0
staff member laughed at my complaint.,Disciplinary Action,Services,staff member laughed at my complaint,37,6,0
Action needed: The hairdryer provided is useless and overheating.,Upgrade Room Amenities,Rooms,action needed the hairdryer provided is useless and overheating,65,9,0
"Honestly, the menu options are very limited and boring.",Revise Menu Quality,Food,honestly the menu option are very limited and boring,55,9,0
Action needed: The presentation of the dishes was poor.,Revise Menu Quality,Food,action needed the presentation of the dish wa poor,55,9,-1
Review: The toilet wasn't flushed when we arrived.,Deep Clean & Maintenance,Rooms,review the toilet wasnt flushed when we arrived,50,8,0
The steak was tough and flavorless.,Revise Menu Quality,Food,the steak wa tough and flavorless,35,6,0
Pool attendant refused to give me a towel. Terrible.,Recreation Staff Review,Recreation,pool attendant refused to give me a towel terrible,52,9,-1
Review: Air conditioner is loud and barely cools the room.,Upgrade Room Amenities,Rooms,review air conditioner is loud and barely cool the room,58,10,0
"Staff speaks very poor English, hard to communicate. Terrible.",Staff Communication Training,Services,staff speaks very poor english hard to communicate terrible,62,9,-2
Not happy. The toilet wasn't flushed when we arrived.,Deep Clean & Maintenance,Rooms,not happy the toilet wasnt flushed when we arrived,53,9,0
"Honestly, conflicting information from different staff members.",Staff Communication Training,Services,honestly conflicting information from different staff member,63,7,0
housekeeper stole money from my wallet.,Disciplinary Action,Services,housekeeper stole money from my wallet,39,6,0
 Filtration system was making a loud noise.,Pool Maintenance,Recreation,filtration system wa making a loud noise,43,7,0
"Honestly, found trash from previous guests in the drawer.",Deep Clean & Maintenance,Rooms,honestly found trash from previous guest in the drawer,57,9,0
Action needed: Check-in line was huge and only one counter open.,Review Check-in Process,Services,action needed checkin line wa huge and only one counter open,64,11,0
"Honestly, beach staff demanded tips for chairs.",Recreation Staff Review,Recreation,honestly beach staff demanded tip for chair,47,7,0
Not happy. No one came to clear our table for 30 minutes.,Staff Training (Food),Food,not happy no one came to clear our table for minute,57,12,0
They lost our reservation even though we booked weeks ago. Terrible.,Compensate Guest,Food,they lost our reservation even though we booked week ago terrible,68,11,-1
The concierge made a rude comment about my appearance.,Disciplinary Action,Services,the concierge made a rude comment about my appearance,54,9,-1
"Honestly, the presentation of the dishes was poor.",Revise Menu Quality,Food,honestly the presentation of the dish wa poor,50,8,-1
Not happy. Water looked stagnant and dirty.,Pool Maintenance,Recreation,not happy water looked stagnant and dirty,43,7,-1
pool ladders are loose and dangerous.,Pool Maintenance,Recreation,pool ladder are loose and dangerous,37,6,0
Review: Cable machine is stuck and dangerous.,Update Gym Equipment,Recreation,review cable machine is stuck and dangerous,45,7,0
"Honestly, check-in line was huge and only one counter open.",Review Check-in Process,Services,honestly checkin line wa huge and only one counter open,59,10,0
the pasta was overcooked and mushy.,Revise Menu Quality,Food,the pasta wa overcooked and mushy,35,6,0
not enough weights for a proper workout.,Update Gym Equipment,Recreation,not enough weight for a proper workout,40,7,0
Action needed: Asked for no onions but got onions anyway.,Staff Training (Food),Food,action needed asked for no onion but got onion anyway,57,10,0
"Key cards didn't work, had to go back down.",Review Check-in Process,Services,key card didnt work had to go back down,43,9,0
the presentation of the dishes was poor.,Revise Menu Quality,Food,the presentation of the dish wa poor,40,7,-1
Review: Misunderstanding about the room rate caused issues.,Staff Communication Training,Services,review misunderstanding about the room rate caused issue,59,8,0
Feedback: The TV is tiny and has no channels.,Upgrade Room Amenities,Rooms,feedback the tv is tiny and ha no channel,45,9,0
Feedback: Concierge was unable to give simple directions.,Staff Communication Training,Services,feedback concierge wa unable to give simple direction,57,8,0
 Filtration system was making a loud noise. Terrible.,Pool Maintenance,Recreation,filtration system wa making a loud noise terrible,53,8,-1
"Feedback: Towels are thin, scratchy, and old.",Upgrade Room Amenities,Rooms,feedback towel are thin scratchy and old,45,7,-1
evidence of termites in the wooden furniture.,Pest Control Investigation,Rooms,evidence of termite in the wooden furniture,45,7,0
Action needed: I got food poisoning after eating the seafood.,Inspect Kitchen Hygiene,Food,action needed i got food poisoning after eating the seafood,61,10,0
Not happy. Debris and leaves floating in the water.,Pool Maintenance,Recreation,not happy debris and leaf floating in the water,51,9,0
The pillows are lumpy and uncomfortable. Terrible.,Upgrade Room Amenities,Rooms,the pillow are lumpy and uncomfortable terrible,50,7,-1
Review: No one came to clear our table for 30 minutes.,Staff Training (Food),Food,review no one came to clear our table for minute,54,11,0
Review: The presentation of the dishes was poor.,Revise Menu Quality,Food,review the presentation of the dish wa poor,48,8,-1
Bike seat is broken.,Update Gym Equipment,Recreation,bike seat is broken,20,4,-1
Action needed: They lost our reservation even though we booked weeks ago.,Compensate Guest,Food,action needed they lost our reservation even though we booked week ago,73,12,0
Review: No water or towels available in the gym.,Update Gym Equipment,Recreation,review no water or towel available in the gym,48,9,0
Our anniversary dinner was ruined by the terrible service. Terrible.,Compensate Guest,Food,our anniversary dinner wa ruined by the terrible service terrible,68,10,-1
Action needed: Minibar was empty and not working.,Upgrade Room Amenities,Rooms,action needed minibar wa empty and not working,49,8,0
Windows were dirty and hard to see through.,Deep Clean & Maintenance,Rooms,window were dirty and hard to see through,43,8,-1
"Honestly, the menu options are very limited and boring.",Revise Menu Quality,Food,honestly the menu option are very limited and boring,55,9,0
Review: Bike seat is broken.,Update Gym Equipment,Recreation,review bike seat is broken,28,5,-1
"Towels are thin, scratchy, and old.",Upgrade Room Amenities,Rooms,towel are thin scratchy and old,35,6,-1
Feedback: Lizard on the ceiling.,Pest Control Investigation,Rooms,feedback lizard on the ceiling,32,5,0
"Honestly, restaurant manager was shouting at the staff.",Staff Training (Food),Food,honestly restaurant manager wa shouting at the staff,55,8,0
Action needed: Windows were dirty and hard to see through.,Deep Clean & Maintenance,Rooms,action needed window were dirty and hard to see through,58,10,-1
Not happy. Bike seat is broken.,Update Gym Equipment,Recreation,not happy bike seat is broken,31,6,-1
Feedback: The toilet wasn't flushed when we arrived.,Deep Clean & Maintenance,Rooms,feedback the toilet wasnt flushed when we arrived,52,8,0
Unprofessional behavior from the night manager. Terrible.,Disciplinary Action,Services,unprofessional behavior from the night manager terrible,57,7,-1
Review: The menu options are very limited and boring.,Revise Menu Quality,Food,review the menu option are very limited and boring,53,9,0
Feedback: Glass had lipstick marks on it.,Inspect Kitchen Hygiene,Food,feedback glass had lipstick mark on it,41,7,0
misunderstanding about the room rate caused issues.,Staff Communication Training,Services,misunderstanding about the room rate caused issue,51,7,0
"Honestly, no supervision in the children's play area.",Recreation Staff Review,Recreation,honestly no supervision in the childrens play area,53,8,0
"Honestly, they lost our reservation even though we booked weeks ago.",Compensate Guest,Food,honestly they lost our reservation even though we booked week ago,68,11,0
"Honestly, misunderstanding about the room rate caused issues.",Staff Communication Training,Services,honestly misunderstanding about the room rate caused issue,61,8,0
No iron or ironing board in the room.,Upgrade Room Amenities,Rooms,no iron or ironing board in the room,37,8,0
The TV is tiny and has no channels. Terrible.,Upgrade Room Amenities,Rooms,the tv is tiny and ha no channel terrible,45,9,-1
